Product Id,Product Name,Product Varies? Yes/No,Parent Product,Variant Name,Variant ID,SKU,Inventory ID,Barcode,Taxonomy,On Hand Quantity,Sales Channels
1998607,"M / Vintage Green Premium Hoodie Neck ""The Rooster""",No,,,,39572549828686,9326055,,,9,Shopify
1998588,"M / Emerald Green Premium T-shirt ""The Rooster""",No,,,,39572551958606,9326074,,Clothing Tops,9,Shopify
1998448,L / Mystery Mystery Sweater,No,,,,39572034551886,16018845,,,9,Shopify
1998606,"M / Vintage Charcoal Premium Hoodie Neck ""The Rooster""",No,,,,39572549861454,9326056,,Sweatshirts,8,Shopify
1998603,"L / Vintage Charcoal Premium Hoodie Neck ""The Rooster""",No,,,,39572549959758,9326059,,,8,Shopify
1998597,"M / Oatmeal Premium T-shirt ""Pursuit of Sweetness""",No,,,,m-oatmeal-premium-t-shirt-pursuit-of-sweetness,9326065,,,8,Shopify
1998445,Large Bag Mystery Creamer,No,,,,00,16018848,,,8,Shopify
1998594,"L / Emerald Green Premium T-shirt ""Pursuit of Sweetness""",No,,,,39572565819470,9326068,,Clothing Tops,7,Shopify
1998462,Large bag Pistachio Ice Cream,No,,,,117,14679341,,,7,Shopify
1998904,Small Bag Cacao Mocha,No,,,,22,3648909,812064030035,,6,"ShipBob,Shopify"
1998792,Large Santa's Cookies,No,,,,102-1,3729054,,,6,Shopify
1998649,"L / Vintage Sandstone Premium Crew Neck ""Pursuit of Sweetness""",No,,,,l-vintage-sandstone-premium-crew-neck-pursuit-of-s-2f46737b802042d,9326013,,,6,Shopify
1998639,"M / Vintage Green Premium Crew Neck ""The Rooster""",No,,,,39572543406158,9326023,,Sweatshirts,6,Shopify
1998627,"M / Vintage Green Premium Hoodie ""Pursuit of Sweetness""",No,,,,39572535935054,9326035,,Sweatshirts,6,Shopify
1998399,Amazon VP3,No,,,,81CF7C0EAB4F9BA,7446031,,,6,ShipBob
1998647,"L / Vintage Charcoal Premium Crew Neck ""Pursuit of Sweetness""",No,,,,39572034682958,9326015,,,5,Shopify
1998633,"XL / Vintage Green Premium Crew Neck ""The Rooster""",No,,,,39572543602766,9326029,,,5,Shopify
1998623,"L / Vintage Charcoal Premium Hoodie ""Pursuit of Sweetness""",No,,,,39572536066126,9326039,,,5,Shopify
1998618,"M / Tavern Green Premium Hoodie ""Pursuit of Sweetness"" Tavern Green",No,,,,39573063532622,9326044,,,5,Shopify
1998617,"L / Tavern Green Premium Hoodie ""Pursuit of Sweetness"" Tavern Green",No,,,,39573063630926,9326045,,Sweatshirts,5,Shopify
1998586,"L / Emerald Green Premium T-shirt ""The Rooster""",No,,,,39572552056910,9326076,,,5,Shopify
1998650,"M / Vintage Charcoal Premium Crew Neck ""Pursuit of Sweetness""",No,,,,39572034486350,9326012,,,4,Shopify
1998640,"M / Vintage Sandstone Premium Crew Neck ""The Rooster""",No,,,,39572543373390,9326022,,,4,Shopify
1998638,"M / Vintage Charcoal Premium Crew Neck ""The Rooster""",No,,,,39572543438926,9326024,,,4,Shopify
1998637,"L / Vintage Sandstone Premium Crew Neck ""The Rooster""",No,,,,39572543471694,9326025,,,4,Shopify
1998635,"L / Vintage Charcoal Premium Crew Neck ""The Rooster""",No,,,,39572543537230,9326027,,Sweatshirts,4,Shopify
1998599,"S / Oatmeal Premium T-shirt ""Pursuit of Sweetness""",No,,,,s-oatmeal-premium-t-shirt-pursuit-of-sweetness,9326063,,,4,Shopify
1998593,"XL / Oatmeal Premium T-shirt ""Pursuit of Sweetness""",No,,,,39572565852238,9326069,,,4,Shopify
1998591,"S / Oatmeal Premium T-shirt ""The Rooster""",No,,,,39572551794766,9326071,,,4,Shopify
1998653,"S / Vintage Charcoal Premium Crew Neck ""Pursuit of Sweetness""",No,,,,39572034322510,9326009,,,3,Shopify
1998628,"M / Vintage Sandstone Premium Hoodie ""Pursuit of Sweetness""",No,,,,39572535902286,9326034,,,3,Shopify
1998624,"L / Vintage Green Premium Hoodie ""Pursuit of Sweetness""",No,,,,39572536033358,9326038,,Sweatshirts,3,Shopify
1998598,"S / Emerald Green Premium T-shirt ""Pursuit of Sweetness""",No,,,,39572565688398,9326064,,,3,Shopify
1998590,"S / Emerald Green Premium T-shirt ""The Rooster""",No,,,,39572551860302,9326072,,Clothing Tops,3,Shopify
1998574,Ground (12oz) Gingerbread Cookie Coffee Beans,No,,,,601,9726496,,,3,Shopify
1998403,Large bag Crackerjacks!,No,,,,121,17129670,,,3,Shopify
6913352,Large Gingerbread Cookie *Limited Edition*,No,,,,123,19414518,812064030967,,3,Shopify
1998906,Large Bag Red Velvet Red Velvet Cake,No,,,,0637807B73F228C,4039773,,,2,"ShipBob,Shopify,Amazon"
1998646,"XL / Vintage Sandstone Premium Crew Neck ""Pursuit of Sweetness""",No,,,,39572034715726,9326016,,,2,Shopify
1998625,"L / Vintage Sandstone Premium Hoodie ""Pursuit of Sweetness""",No,,,,39572536000590,9326037,,Sweatshirts,2,Shopify
1998615,"S / Tavern Green Premium Hoodie ""The Rooster"" Tavern Green",No,,,,39573075460174,9326047,,,2,Shopify
1998608,"M / Vintage Sandstone Premium Hoodie Neck ""The Rooster""",No,,,,39572549795918,9326054,,,2,Shopify
1998605,"L / Vintage Sandstone Premium Hoodie Neck ""The Rooster""",No,,,,39572549894222,9326057,,,2,Shopify
1998592,"XL / Emerald Green Premium T-shirt ""Pursuit of Sweetness""",No,,,,39572565885006,9326070,,,2,Shopify
1998753,Small Bag Speculoos Cookie Dough,No,,,,small-bag-speculoos-cookie-dough,3640688,812064030158,,1,Shopify
1998643,"S / Vintage Sandstone Premium Crew Neck ""The Rooster""",No,,,,39572543275086,9326019,,Clothing Tops,1,Shopify
1998632,"XL / Vintage Charcoal Premium Crew Neck ""The Rooster""",No,,,,39572543635534,9326030,,,1,Shopify
1998631,"S / Vintage Sandstone Premium Hoodie ""Pursuit of Sweetness""",No,,,,39572535803982,9326031,,Sweatshirts,1,Shopify
1998619,"S / Tavern Green Premium Hoodie ""Pursuit of Sweetness"" Tavern Green",No,,,,39573063434318,9326043,,Sweatshirts,1,Shopify
1998616,"XL / Tavern Green Premium Hoodie ""Pursuit of Sweetness"" Tavern Green",No,,,,39573063729230,9326046,,,1,Shopify
1998614,"M / Tavern Green Premium Hoodie ""The Rooster"" Tavern Green",No,,,,39573075492942,9326048,,,1,Shopify
1998611,"S / Vintage Sandstone Premium Hoodie Neck ""The Rooster""",No,,,,39572549697614,9326051,,,1,Shopify
1998585,"XL / Oatmeal Premium T-shirt ""The Rooster""",No,,,,39572552089678,9326077,,Clothing Tops,1,Shopify
1998584,"XL / Emerald Green Premium T-shirt ""The Rooster""",No,,,,39572552155214,9326078,,Clothing Tops,1,Shopify
1998905,Red Velvet Small Bag,No,,,,203,4039791,812064030318,,0,"ShipBob,Shopify"
1998903,Small Bag Hazelnut,No,,,,23,3648910,812064030028,,0,"ShipBob,Shopify"
1998902,Small Bag Original,No,,,,25,3648911,812064030042,,0,"ShipBob,Shopify"
1998901,Salted Caramel Small Bag,No,,,,26,3648912,812064030059,,0,"ShipBob,Shopify"
1998900,French Vanilla Small Bag,No,,,,24,3648913,812064030011,,0,"ShipBob,Shopify"
1998896,Natural Sprinkles - Single Sachet King Cake,No,,,,05,6280826,,Marketing Insert,0,Shopify
1998895,Large Bag Butterscotch Toffee,No,,,,108,5835856,,,0,"ShipBob,Shopify,Amazon"
1998894,Small Bag Butterscotch Toffee,No,,,,208,5835877,812064030394,,0,"ShipBob,Shopify"
1998893,Small Bag Italian Sweet Cream,No,,,,206,5835878,812064030349,,0,"ShipBob,Shopify"
1998892,Small Bag Pumpkin Spice,No,,,,29,3738927,812064030134,,0,"ShipBob,Shopify"
1998890,"QuarantineItem_PRYMAL, INC",No,,,,B15A42BAEB3C777,7244717,,,0,ShipBob
1998888,Large bag Original 10.00% Off Auto renew,No,,,,large-bag-original-10-00-off-auto-renew-1-2,7455528,,,0,Shopify
1998886,Winter Edition Variety Pack,No,,,,080,3771829,00812064030271,,0,Shopify
1998885,Holiday Card,No,,,,31357346676814,3777431,,Marketing Insert,0,Shopify
1998879,Classic Cinnamon Toast Oatmeal,No,,,,45,6424072,,,0,Shopify
1998878,Less-Carb Cinnamon Toast Oatmeal,No,,,,46,6424073,,,0,Shopify
1998877,Classic French Toast Oatmeal,No,,,,41,6424074,,,0,Shopify
1998876,Less-Carb French Toast Oatmeal,No,,,,42,6424075,,,0,Shopify
1998874,Classic Fruit Loops Oatmeal,No,,,,43,6424077,,,0,Shopify
1998793,Small Bag Peppermint Mocha,No,,,,small-bag-peppermint-mocha-1,3715754,812064030165,,0,Shopify
1998789,Small Bag (5 cups) King Cake,No,,,,small-bag-5-cups-king-cake-1,4044445,812064030301,,0,Shopify
1998788,Small Bag Butter Pecan  10.00% Off Auto renew,No,,,,small-bag-butter-pecan-10-00-off-auto-renew,4101394,,,0,Shopify
1998782,Large bag Vanilla Bean 10.00% Off Auto renew,No,,,,large-bag-vanilla-bean-10-00-off-auto-renew-1-2,4348567,,,0,Shopify
1998779,Black Aerolatte Milk Frother,No,,,,black-aerolatte-milk-frother-1-2,3640647,5039179001056,,0,Shopify
1998776,Small Bag Birthday Cake,No,,,,small-bag-birthday-cake,3640650,812064030004,,0,Shopify
1998774,Small Bag Butter Pecan  10.00% Off Auto renew,No,,,,small-bag-butter-pecan-10-00-off-auto-renew-1,3640660,,,0,Shopify
1998771,Small bag Cinnamon Dolce,No,,,,small-bag-cinnamon-dolce,3640664,812064030226,,0,Shopify
1998761,Large Bag Peppermint Mocha,No,,,,107,3640676,812064030172,,0,"Shopify,Amazon"
1998663,French Toast   **Limited Edition**,No,,,,114,8122206,812064030745,,0,Shopify
1998662,Large bag Original 10.00% Off Auto renew,No,,,,large-bag-original-10-00-off-auto-renew-1-2-3-4-5,8751123,,,0,Shopify
1998661,Butter Pecan Small Bag,No,,,,406,9014364,,,0,Shopify
1998659,Large Bag Cinnamon Dolce 10.00% Off Auto renew,No,,,,large-bag-cinnamon-dolce-10-00-off-auto-renew-1,9325990,,,0,Shopify
1998658,Small bag Cinnamon Dolce 10.00% Off Auto renew,No,,,,small-bag-cinnamon-dolce-10-00-off-auto-renew-1,9325991,,,0,Shopify
1998657,Large bag Original 10.00% Off Auto renew,No,,,,large-bag-original-10-00-off-auto-renew-1-2-3-4-5-6,9326005,,,0,Shopify
1998656,Small bag (5-8 cups of coffee) Original 10.00% Off Auto renew,No,,,,small-bag-5-8-cups-of-coffee-original-10-00-off-au-31f7160f8a1f86c,9326006,,,0,Shopify
1998655,"S / Vintage Sandstone Premium Crew Neck ""Pursuit of Sweetness""",No,,,,39572034256974,9326007,,Sweatshirts,0,Shopify
1998654,"S / Vintage Green Premium Crew Neck ""Pursuit of Sweetness""",No,,,,39572034289742,9326008,,,0,Shopify
1998652,"M / Vintage Sandstone Premium Crew Neck ""Pursuit of Sweetness""",No,,,,m-vintage-sandstone-premium-crew-neck-pursuit-of-s-5f5a3b1346b6c3f,9326010,,Sweatshirts,0,Shopify
1998651,"M / Vintage Green Premium Crew Neck ""Pursuit of Sweetness""",No,,,,39572034388046,9326011,,Sweatshirts,0,Shopify
1998648,"L / Vintage Green Premium Crew Neck ""Pursuit of Sweetness""",No,,,,39572034617422,9326014,,Sweatshirts,0,Shopify
1998645,"XL / Vintage Green Premium Crew Neck ""Pursuit of Sweetness""",No,,,,39572034748494,9326017,,Sweatshirts,0,Shopify
1998644,"XL / Vintage Charcoal Premium Crew Neck ""Pursuit of Sweetness""",No,,,,39572034781262,9326018,,,0,Shopify
1998642,"S / Vintage Green Premium Crew Neck ""The Rooster""",No,,,,39572543307854,9326020,,,0,Shopify
1998641,"S / Vintage Charcoal Premium Crew Neck ""The Rooster""",No,,,,39572543340622,9326021,,Sweatshirts,0,Shopify
1998636,"L / Vintage Green Premium Crew Neck ""The Rooster""",No,,,,39572543504462,9326026,,,0,Shopify
1998634,"XL / Vintage Sandstone Premium Crew Neck ""The Rooster""",No,,,,39572543569998,9326028,,Sweatshirts,0,Shopify
1998630,"S / Vintage Green Premium Hoodie ""Pursuit of Sweetness""",No,,,,39572535836750,9326032,,Sweatshirts,0,Shopify
1998629,"S / Vintage Charcoal Premium Hoodie ""Pursuit of Sweetness""",No,,,,39572535869518,9326033,,,0,Shopify
1998622,"XL / Vintage Sandstone Premium Hoodie ""Pursuit of Sweetness""",No,,,,39572536098894,9326040,,Sweatshirts,0,Shopify
1998621,"XL / Vintage Green Premium Hoodie ""Pursuit of Sweetness""",No,,,,39572536131662,9326041,,Sweatshirts,0,Shopify
1998620,"XL / Vintage Charcoal Premium Hoodie ""Pursuit of Sweetness""",No,,,,39572536164430,9326042,,,0,Shopify
1998613,"L / Tavern Green Premium Hoodie ""The Rooster"" Tavern Green",No,,,,39573075525710,9326049,,,0,Shopify
1998612,"XL / Tavern Green Premium Hoodie ""The Rooster"" Tavern Green",No,,,,39573075558478,9326050,,Sweatshirts,0,Shopify
1998610,"S / Vintage Green Premium Hoodie Neck ""The Rooster""",No,,,,39572549730382,9326052,,,0,Shopify
1998609,"S / Vintage Charcoal Premium Hoodie Neck ""The Rooster""",No,,,,39572549763150,9326053,,,0,Shopify
1998602,"XL / Vintage Sandstone Premium Hoodie Neck ""The Rooster""",No,,,,39572549992526,9326060,,,0,Shopify
1998601,"XL / Vintage Green Premium Hoodie Neck ""The Rooster""",No,,,,39572550025294,9326061,,Sweatshirts,0,Shopify
1998600,"XL / Vintage Charcoal Premium Hoodie Neck ""The Rooster""",No,,,,39572550058062,9326062,,,0,Shopify
1998583,Large Bag Birthday Cake 10.00% Off Auto renew,No,,,,large-bag-birthday-cake-10-00-off-auto-renew-1-2-3,9596637,,,0,Shopify
1998582,Small Bag Birthday Cake 10.00% Off Auto renew,No,,,,small-bag-birthday-cake-10-00-off-auto-renew-1-2-3,9596641,,,0,Shopify
1998581,Large bag Butter Pecan 10.00% Off Auto renew,No,,,,large-bag-butter-pecan-10-00-off-auto-renew-1-2,9596645,,,0,Shopify
1998580,Small Bag Butter Pecan 10.00% Off Auto renew,No,,,,small-bag-butter-pecan-10-00-off-auto-renew-1-2,9596649,,,0,Shopify
1998579,Large Bag Cacao Mocha 10.00% Off Auto renew,No,,,,large-bag-cacao-mocha-10-00-off-auto-renew-1-2-3,9596652,,,0,Shopify
1998578,Small Bag Italian Sweet Cream 10.00% Off Auto renew,No,,,,small-bag-italian-sweet-cream-10-00-off-auto-renew,9596671,,,0,Shopify
1998577,Large Bag Italian Sweet Cream 10.00% Off Auto renew,No,,,,large-bag-italian-sweet-cream-10-00-off-auto-renew,9596673,,,0,Shopify
1998576,Large bag Salted Caramel 10.00% Off Auto renew,No,,,,large-bag-salted-caramel-10-00-off-auto-renew-1-2-3,9596779,,,0,Shopify
1998575,Large bag Vanilla Bean 10.00% Off Auto renew,No,,,,large-bag-vanilla-bean-10-00-off-auto-renew-1-2-3,9596786,,,0,Shopify
1998571,Large bag Butter Pecan (Vegan),No,,,,51,9739620,,,0,Shopify
1998570,Large Bag Cacao Mocha (Vegan),No,,,,50,9739621,,,0,Shopify
1998569,Large Bag Birthday Cake 10.00% Off Auto renew,No,,,,large-bag-birthday-cake-10-00-off-auto-renew-1-2-3-f3fb0f01969aed5-7,10466943,,,0,Shopify
